doc_id,sent_id,original_sent,simplified_sent
3,1,"El medio ambiente español finalizó el año 2010 en peor situación que en 2009, pese a que se han registrado ""avances"" y a que las Naciones Unidas lo declararon Año Internacional de la Biodiversidad. ", También ha dicho que el Gobierno español ha tenido algunos éxitos sobre sobre la situación del medio ambiente.
3,2,"Así opina la Sociedad Española de Ornitología/BirdLife, que ha analizado las 10 acciones más importantes registradas tanto a favor como en contra de la biodiversidad de España durante 2010.", La Sociedad Española de Ornitología ha analizado las actividades en el medio ambiente de España durante el año 2010.
3,3,"Opina que, ""pese a los avances conseguidos"", el balance de esta organización es ""negativo"", al considerar que ""la naturaleza española está en peor situación a finales de 2010 que a finales de 2009"".", Esta Sociedad ha dicho que el medio ambiente español está peor en 2010 que en 2009.
3,4,"Entre los principales ""éxitos"" obtenidos, valora cómo el Gobierno español ""ha defendido posturas ambiciosas"" en las cumbres de Nagoya (Convenio de Diversidad Biológica) y Cancún (Cumbre del Clima), ""que propiciaron mejores acuerdos que favorecerán a la biodiversidad"", y la prohibición en 2010 de las capturas de fringílidos (jilgueros, verderones, verdecillo y pardillos) en Cataluña.", Uno de los éxitos ha sido un acuerdo internacional que ayuda a cuidar el medio ambiente. Otro éxito ha sido prohibir la caza de algunas especies de pájaros en Cataluña.
4,0,Alex de la Iglesia dimitirá como presidente de la Academia de Cine , Alex de la Iglesia dimitirá como presidente de la Academia de Cine 
4,1,Alex de la Iglesia dimitirá como presidente de la Academia de Cine , El director de cine Alex de la Iglesia deja la presidencia de la Academia de Cine . 
4,2,El director Alex de la Iglesia presentará su dimisión como presidente de la Academia de Cine tras la próxima gala de los Goya de el próximo 13 de febrero . , Alex de la Iglesia dejará la presidencia de la Academia de Cine después de los Goya . 
4,3,"Lo anuncia en un artículo publicado en la edición digital de "" El País "" , en el que no vincula claramente su salida con su desacuerdo respecto a la "" Ley Sinde "" , algo que sí ha sugerido en su página en Twitter . ", Alex de la Iglesia anunció su decisión en un artículo de el periódico El País .  En su página web ha explicado que deja la Academia de Cine por no estar de acuerdo con la Ley Sinde . 
4,4,Explica que ha hablado últimamente con representantes de sectores contrarios a su posición sobre las descargas en la Red y ha dialogado con ellos con fluidez . ,
4,5,""" En este país , cambiar de opinión es el mayor de los pecados . ",
4,6,"Creo que tenemos instalado el chip de la intransigencia desde hace tiempo "" , asegura . ",
4,7,""" Lo coherente es dejar lo "" , seña el cineasta , que promete que seguirá defendiendo sus posiciones simplemente como director y que no "" empañará "" la gala de los Goya con su posición sobre la polémica de la Red . ",
5,0,"ACUSAN A LAS AUTORIDADES DE ESTADOS UNIDOS DE PROPOCIONAR UN TRATO INHUMANO a el soldado acusado de filtrar""cables"""," ACUSAN A LAS AUTORIDADES DE ESTADOS UNIDOS DE PROPOCIONAR UN TRATO INHUMANO a el soldado acusado de filtrar""cables"""
5,1,"ACUSAN A LAS AUTORIDADES DE ESTADOS UNIDOS DE PROPOCIONAR UN TRATO INHUMANO a el soldado acusado de filtrar""cables""", Estados Unidos trata muy mal a un soldado detenido .
5,2,"Amnistía Internacional acusó a las autoridades estadounidenses de proporcionar un""trato inhumano""a Bradley Manning , un soldado acusado de filtrar""cables""de la diplomacia norteamericana a el portal Wikileaks .", El soldado se llama Bradley Manning . Estados Unidos cree que Bradley Manning ha dado información a Wikileaks . Bradley Manning está detenido por dar información de el gobierno de Estados Unidos a Wikileaks .
5,3,"La asociación desveló que escribió a el secretario de Defensa , Robert Gates , para pedir le que las autoridades alivien las""duras condiciones""de detención preventiva en la que se encuentra Manning .",
5,4,"Según Amnistía , este soldado , de 23 años , permanece en una celda de aislamiento durante 23 horas a el día con pocos muebles y privado de almohada , sábanas y objetos personales desde julio .", Bradley Manning está en una celda vacía durante 23 horas a el día .
5,5,"El pasado martes fue clasificado como detenido con""riesgo de suicidio"", por lo que fue despojado de su ropa y se le confiscaron sus gafas para la mayor parte de el día , medidas levantadas dos días después ante las quejas de Manning y sus abogados .",
5,6,"Amnistía subrayó que Manning se encuentra detenido en""custodia máxima"", pese a carecer de antecedentes por violencia o infracciones disciplinarias durante la detención , lo que significa que está atado de pies y manos durante todas las visitas y se le niega la oportunidad de trabajar y salir de su celda ."," Sin embargo , Bradley Manning está atado durante las visitas . Tampoco puede trabajar ni salir de su celda . Bradley Manning ha tenido un buen comportamiento en la cárcel ."
6,0,"BALEARES CIERRA 2010 CON DATOS TURÍSTICOS POSITIVOS, PESE A LA CRISIS."," A pesar de la crisis, las Islas Baleares tienen datos positivos de turismo en 2010. "
6,1,"El presidente del Gobierno balear, Francesc Antich, y la consejera de Turismo y Trabajo, Joana Barceló, informaron de que Baleares cerró 2010 con unos datos turísticos positivos, a pesar de la crisis, incluyendo la creación de empleo en este sector. "," El presidente del Gobierno de las Islas Baleares y la responsable de Turismo informan de que los datos sobre el turismo de 2010 son positivos.  A pesar de la crisis, se ha creado empleo relacionado con el turismo en las Islas. "
6,2,Este fue el balance que hicieron este jueves de los principales datos turísticos de 2010 durante la rueda de prensa que ofrecieron en motivo del Día de Baleares en Fitur.,
6,3,"Así, Baleares cierra el año con resultados positivos en los principales indicadores turísticos y confirman el cambio de tendencia iniciado en el mes de julio.",
6,4,El balance turístico de 2010 muestra dos velocidades: , El estudio sobre el turismo de las Islas Baleares en 2010 tiene dos resultados diferentes: 
6,5,"un primer semestre del año dejó cifras negativas, que se explican por fenómenos externos como la nube volcánica."," En los primeros 6 meses del año, los datos sobre el turismo eran negativos.  Estos datos se se explican por la nube volcánica. "
6,6,"Y un segundo semestre, iniciado con la temporada turística, que supuso un cambio de tendencia que se tradujeron en crecimientos importantes especialmente en el turismo internacional."," Con el verano, la situación del turismo de las Islas cambió.  Muchos turistas extranjeros visitaron las Islas  Baleares y, por eso, los datos sobre turismo al final del año 2010 son positivos. "
7,0,"2011, AÑO INTERNACIONAL DE LA QUÍMICA.", El 2011 es el Año Internacional de la Química.
7,1,"La ONU celebra en 2011 el Año Internacional de la Química para fomentar el interés de los jóvenes por esta ciencia y mostrar cómo, gracias a ella, se puede ""responder a las necesidades del mundo"". ", En 2011 se celebra el Año Internacional de la Química.
7,2,"La Asamblea General de las Naciones Unidas proclamó el Año de la Química durante su 63ª reunión, en diciembre de 2008, y confió su organización a la Unesco y a la Unión Internacional de Química Pura y Aplicada.",
7,3,"Sus principales objetivos serán ""aumentar la concienciación y comprensión por parte del gran público de cómo la química puede responder a las necesidades del mundo"", fomentar su interés entre los jóvenes y celebrar las contribuciones de las mujeres a este campo.", Se celebra para: mostrar cómo la química puede ayudar al mundo. interesar a los jóvenes por la química. celebrar el trabajo de las mujeres en esta ciencia.
7,4,"También se conmemorarán los principales hitos históricos de la química y, especialmente, el primer centenario de la concesión del Premio Nobel a Marie Curie y de la creación de la Asociación Internacional de Sociedades Químicas.", celebrar los momentos importantes de la historia de la química.
8,0,"ANA JUAN, PREMIO NACIONAL DE ILUSTRACIÓN.", Ana Juan gana el Premio Nacional de Ilustración.
8,1,"Ana Juan fue galardonada con el Premio Nacional de Ilustración correspondiente a 2010, por el conjunto de su obra. ", Ana Juan gana el Premio Nacional de Ilustración de 2010.
8,2,El Ministerio de Cultura concede este galardón con el objetivo de reconocer y distinguir el conjunto de la labor realizada por un ilustrador español en el ámbito del libro y la literatura., El Ministerio de Cultura da este premio a los ilustradores españoles.
8,3,"Está dotado con 20.000 euros, es indivisible, y no puede declararse desierto ni concederse a título póstumo.",
8,4,"Licenciada en Bellas Artes por la Universidad Politécnica de Valencia, Ana Juan es ilustradora, escritora y pintora."," Ana Juan es ilustradora, escritora y pintora. Estudió Bellas Artes en la universidad de Valencia."
8,5,"Ha colaborado en numerosas  revistas  y ha expuesto su obra en ciudades como Ginebra, Madrid, Sevilla, Nueva York, Valencia y Barcelona, entre otras."," Ana Juan trabajó en muchas revistas. También hizo exposiciones de sus ilustraciones en Madrid, Sevilla, Valencia, Nueva York y Barcelona."
8,6,"El jurado de esta edición ha sido presidido por Rogelio Blanco, director general del Libro, Archivos y Bibliotecas, y ha estado compuesto por Mónica Fernández, subdirectora general de Promoción del Libro, la Lectura y las Letras Españolas, y Miguel Ángel Teso, designado por la Asociación Profesional de Ilustradores de Madrid, entre otros.",
9,0,Amnistía denuncia que 700 crímenes de guerra en Croacia en la guerra de los Balcanes siguen sin resolver, Amnistía denuncia que 700 crímenes de guerra en Croacia en la guerra de los Balcanes siguen sin resolver
9,1,Amnistía denuncia que 700 crímenes de guerra en Croacia en la guerra de los Balcanes siguen sin resolver," 700 crímenes de esta guerra de Croacia están sin resolver , según ha dicho Amnistía Internacional . 700 crímenes de la guerra de Croacia están sin resolver ."
9,2,Amnistía Internacional exigió a las autoridades de Croacia que aceleren el procesamiento de presuntos autores de casi 700 crímenes de guerra cometidos durante la guerra de los Balcanes entre 1991 y 1995 y que continúan pendientes de enjuiciamiento ., La guerra en Croacia sucedió entre los años 1991 y 1995 .
9,3,"En un informe titulado""Detrás de el muro de silencio : persecución de crímenes de guerra en Croacia"", la organización no gubernamental muestra la""incapacidad""de Croacia para""hacer justicia""a muchas de las víctimas de la guerra , ya que abundan""continuos retrasos , amenazas a testigos e incumplimiento de las normas internacionales""."," Amnistía Internacional ha dicho que los crímenes están sin resolver porque Croacia es incapaz de hacer justicia . Además , en Croacia no se cumplen las normas internacionales ."
9,4,"Amnistía subrayó que , según las estadísticas de el Gobierno croata , cada año se cierran una media de 18 casos de crímenes de guerra , pero quedan pendientes de resolver casi 700 y""puede que la mayor parte de los responsables nunca tengan que enfrentar se a un juicio""."," Por esto , Amnistía Internacional dice que muchos criminales nunca irán a juicio ."
10,0,CAE UNA BANDA QUE USABA TAPAS DE ALCANTARILLAS PARA ROMPER ESCAPARATES Y ROBAR., La Guardia Civil detiene a cuatro personas que utilizaban tapas de alcantarillas para robar. 
10,1,"Agentes de la Guardia Civil de Villaviciosa de Odón (Madrid) han detenido a cuatro personas que utilizaban tapas de alcantarillas para romper las lunas de los establecimientos que posteriormente desvalijaban, según informa el Instituto Armado. ", La Guardia Civil detiene a cuatro personas que utilizaban tapas de alcantarillas para romper los cristales de las tiendas y robar.  Los detenidos cogían las tapas de las alcantarillas y rompían los cristales de las tiendas para entrar y robar. 
10,2,"Ante las similitudes detectadas entre varias denuncias recogidas por la Guardia Civil en la zona suroeste de la Comunidad de Madrid, los agentes decidieron la apertura de la denominada operación ""Alcantarilla"" durante el pasado mes de junio."," La Guardia Civil recibió denuncias similares sobre robos similares en Madrid y pensó que todos los robos los hacía el mismo grupo de personas.  Así, la Guardia Civil abrió la operación llamada Alcantarilla y comenzó a buscar a los detenidos en junio."
10,3,"En los casos analizados, la totalidad de los robos denunciados se habían producido en establecimientos de hostelería y perfumerías mediante la rotura de ventanas, cerramientos o escaparates con el uso de una tapa de alcantarilla o registro."," Los robos siempre eran en bares o en tiendas.  Para entrar, siempre utilizaban una tapa de alcantarilla y rompían el cristal."
10,4,En los bares robados sustraían la recaudación de las máquinas tragaperras.,
10,5,"Los delincuentes, siempre en horario nocturno, se desplazaban a municipios poco poblados o a ciudades dormitorio, donde sustraían un coche para la comisión del robo y se apoderaban de algún tipo de tapa de alcantarilla o de registro en las proximidades del establecimiento donde iban a cometer el delito, utilizando ésta para entrar en el mismo.",
11,0,"ACTORES CON DISCAPACIDAD ESTRENAN EN MADRID ""COCKTAIL"", UN BRINDIS POR LA DIFERENCIA.", Actores con y sin discapacidad representan en Madrid la obra Cocktail.
11,1,"Un total de once actores con y sin discapacidad representan en Madrid ""Cocktail"", un brindis por la diferencia que mira a las necesidades del otro, dirigido por Patricia Ruiz y David Ojeda. ", Once actores con y sin discapacidad representan en Madrid la obra Cocktail. La obra de teatro Cocktail trata sobre las diferencias y las necesidades de las personas.
11,2,"La representación, que tendrá lugar en la Casa Encendida de Madrid a partir de las 22.00 horas del sábado 18 y del domingo 19 de septiembre, es el resultado de un taller de creación escénica y discapacidad que impartieron Ruiz y Ojeda el año pasado en el centro social y cultural de Caja Madrid.", La obra se representa en la Casa Encendida de Madrid. La obra es el resultado de un curso de teatro y discapacidad de la Casa Encendida.
11,3,"Todo empezó como una experiencia entre actores y personas con discapacidad o relacionadas con ella y con contactos previos también con el mundo artístico, que concluyó de forma ""muy positiva"" y que por ello han convertido su trabajo en una propuesta profesional que quiere llegar ""hasta donde sea"".", En este curso participaban actores y personas con discapacidad a las que les gusta el arte y el teatro.
11,4,"Así lo explicó este viernes a los medios Ojeda, quien indicó que ""Cocktail"" es una ""performance"" que quiere incorporar a la escena las diferencias y peculiaridades de cada actor, válidas todas ellas.", La obra Cocktail quiere ser una representación que incluya las diferencias y las características de cada actor.
12,0,"Ana María Matute , Premio Cervantes "," Ana María Matute , Premio Cervantes "
12,1,"Ana María Matute , Premio Cervantes ",
12,2,"La escritora y académica Ana María Matute obtuvo el Premio Cervantes 2010 , el mayor galardón de las letras españolas , que concede el Ministerio de Cultura con una dotación de 125.000 euros . ", La escritora Ana María Matute gana el Premio Cervantes de el año 2010 .  El Premio Cervantes es el premio más importante de la literatura en español . 
12,3,"Matute ( Barcelona , 1926 ) figuraba en las quinielas como la principal aspirante de este año a el Cervantes , y se confirma la ley no escrita de alternancia en la consecución de el premio entre un escritor de Hispanoamérica y otro de España , después de que el año pasado lo obtuviera el autor mexicano José Emilio Pacheco . ", El escritor mexicano Emilio Pacheco ganó el premio el año pasado . 
12,4,"Es la tercera mujer que gana el Cervantes , después de la española María Zambrano ( 1988 ) y la cubana Dulce María Loynaz ( 1992 ) . ", Ana María Matute es la tercera mujer que gana el Premio Cervantes . 
12,5,"Ana María Matute ha sido premiada anteriormente con el Nacional de Literatura Infantil ( "" Sólo un pie descalzo "" , 1987 ) y el Premio Nacional de las Letras Españolas ( 2007 ) . ", Ana María Matute ha ganado otros muchos premios . 
12,6,"La autora de "" Olvidado rey Gudú "" se convirtió en 1996 en la tercera mujer que ingresa en la Real Academia Española . ", Ana María Matute es académica en la Real Academia Española de la Lengua . 
13,0,Amnistía denuncia que el Gobierno egipcio ha detenido a 150 opositores antes de las elecciones, Amnistía denuncia que el Gobierno egipcio ha detenido a 150 opositores antes de las elecciones
13,1,Amnistía denuncia que el Gobierno egipcio ha detenido a 150 opositores antes de las elecciones, El Gobierno de Egipto detiene a personas de el partido de la oposición antes de las elecciones . La organización Amnistía Internacional ha denunciado que el Gobierno egipcio ha detenido a 150 personas de la oposición .
13,2,"Amnistía Internacional denunció que más de 150 personas de el grupo opositor Hermandad Musulmana han sido detenidos este mes y antes de las elecciones parlamentarias , previstas para el 29 de noviembre .",
13,3,La organización pidió a las autoridades egipcias que pongan inmediatamente en libertad a los más de 70 miembros de Hermandad Musulmana detenidos esta semana si no van a ser acusados de delitos comunes reconocibles .,
13,4,El resto de los detenidos han sido puestos en libertad .,
13,5,"Según Amnistía , esta campaña de represión comenzó desde que el presidente de Hermandad Musulmana , Mohamed Badie , anunciara el pasado 9 de de octubre que este grupo se presentaría a los comicios parlamentarios .", El Gobierno de Egipto ha detenido a estas personas de la oposición porque se presentaban a las elecciones .
13,6,"El director de el Programa Regional de Amnistía Internacional para Oriente Medio y Norte de África , Malcolm Smart , subrayó que ,""aparentemente , los han detenido por la única razón de su relación con la organización Hermandad Musulmana .", Amnistía Internacional ha dicho que han detenido a estas personas solo por ser de la organización Hermandad Musulmana .
13,7,"Estas detenciones parecen dirigidas a perturbar la campaña electoral de la Hermandad Musulmana y a impedir que los ciudadanos apoyen a esta organización en las próximas elecciones"".", El Gobierno de Egipto no quiere que los ciudadanos apoyen a esta organización .
14,0,CASI UN MILLAR DE AYUNTAMIENTOS NO OFRECEN SUS WEBS EN CASTELLANO., Casi mil ayuntamientos no ofrecen sus páginas web en castellano. 
14,1,"Un total de 868 ayuntamientos de los casi 9.000 municipios que hay en España no tienen sus portales web disponibles en castellano, de acuerdo con un informe elaborado por la Asociación Nacional por la Libertad Lingüística. ", La Asociación Nacional por la Libertad Lingüística ha hecho un informe sobre las lenguas de las páginas web de los ayuntamientos de España.  Este informe afirma que casi mil ayuntamientos de España no ofrecen sus páginas web en castellano. 
14,2,"El informe, al que tuvo acceso Servimedia y que hoy entregó al Defensor del Pueblo el presidente de la asociación, Pablo Yáñez, examina la información referente a la composición de los plenos, trámites administrativos, noticias de interés, convocatorias de empleo público, etcétera, en los portales de Internet de 2.118 ayuntamientos de Galicia, País Vasco, Cataluña, Comunidad Valenciana y Baleares;"," El informe analiza las páginas web de los ayuntamientos de lugares en las que hay dos lenguas oficiales.  Hay dos lenguas oficiales en algunos ayuntamientos de Galicia, País Vasco, Cataluña, Valencia, Islas Baleares y Navarra. "
14,3,"es decir, las autonomías donde hay régimen de cooficialidad de lenguas, y 271 ayuntamientos en Navarra, donde rige el régimen de zonalidades establecido en la Ley del Vascuence de 1983. "," El informe analiza las páginas web de los ayuntamientos de lugares en las que hay dos lenguas oficiales.  Hay dos lenguas oficiales en algunos ayuntamientos de Galicia, País Vasco, Cataluña, Valencia, Islas Baleares y Navarra. "
14,4,"Según aclara la asociación, ""no se han tenido en cuenta"" en el informe ""aquellas deficiencias que bien por motivos técnicos o de otra naturaleza provocan situaciones en las que las versiones en castellano no son de la misma calidad que las de las lenguas autonómicas.", La versión en la otra lengua oficial es de mejor calidad que la versión en castellano.
15,0,AGUILAR VINCULA LA LUCHA CONTRA EL CAMBIO CLIMÁTICO A LA ERRADICACIÓN DE LA POBREZA.," Rosa Aguilar, ministra de Medio Ambiente, relaciona el cambio climático con la pobreza del mundo."
15,1,"La Ministra de Medio Ambiente, y Medio Rural y Marino, Rosa Aguilar, aseguró que la lucha contra el cambio climático ""ha de vincularse a un modelo de desarrollo sostenible y a la lucha contra la desigualdad y la pobreza al formar parte de los grandes cambios geopolíticos que estamos viviendo"". ",
15,2,"Estas declaraciones fueron ralizadas por la nueva ministra de Medio Ambiente en la inauguración de la jornada organizada por Gas Natural bajo el título Cambio Climático, la ruta hacia 2050.", Rosa Aguilar relaciona la lucha contra el cambio climático con la lucha contra la pobreza. Estas luchas se relacionan porque las dos son grandes cambios que pasan ahora en el mundo.
15,3,"Para alcanzar el objetivo de no superar un incremento de la temperatura por encima de los 2ºC, Aguilar manifestó que debemos hacer más por menos y convertir nuestros necesidades en oportunidades impulsoras del cambio, así como liderar una transición social y económica justa."," Rosa Aguilar también dice que no debemos aumentar más la temperatura del mundo. Para eso, hay que cambiar nuestras necesidades. Para eso, hay que luchar por un cambio social y económico más justo en el mundo."
15,4,"""El futuro es renovable, limpio y eficiente, dijo y recordó que Europa está trabajando en cómo hacer viable la senda de disminución de emisiones, cómo pasar de la reducción del 20%, al 95% en 2050.", Europa trabaja para reducir la temperatura en el mundo. La ministra Rosa Aguilar dice que el futuro del mundo debe ser limpio.
16,0,"Barbara Probst Solomon , Luis Rojas Marcos y José Andrés , condecorados con la Orden de las Artes "," Barbara Probst Solomon , Luis Rojas Marcos y José Andrés , condecorados con la Orden de las Artes "
16,1,"Barbara Probst Solomon , Luis Rojas Marcos y José Andrés , condecorados con la Orden de las Artes "," Barbara Probst Solomon , Luis Rojas Marcos y José Andrés reciben el premio de la Orden de las Artes . "
16,2,"El Consejo de Ministros concedió hoy la Orden de las Artes y las Letras de España a el restaurador José Andrés , a la escritora estadounidense Barbara Probst Solomon y a el psiquiatra Luis Rojas Marcos . "," Hoy el Gobierno de España ha dado el premio de la Orden de las Artes de España a tres personas .  A el cocinero José Andrés , a la escritora de Estados Unidos Barbara Probst Solomon y a el médico Luis Rojas Marcos . "
16,3,"A el cocinero asturiano José Andrés se le concede este reconocimiento "" por su incansable actividad de divulgación de la tradición gastronómica española a través de sus restaurantes , libros de cocina y especialmente de su programa de televisión  Made in Spain  , que han contribuido decisivamente a el creciente interés de los medios de comunicación americanos por la actual cocina española . "," El cocinero José Andrés ha recibido el premio por sus restaurantes , sus libros de cocina y su programa de cocina en la televisión . "
16,4,"A Probst Solomon se le premia por "" manifestar a través de sus libros y colaboraciones periodísticas su compromiso cívico y su voluntad de mejorar la sociedad en que vivimos , así como por haber contribuido a el acercamiento de dos países y dos culturas "" . ", Barbara Probst Solomon ha recibido el premio por querer mejorar la sociedad en que vivimos . 
16,5,"El Gobierno galardona a Luis Rojas Marcos "" por la proyección internacional de su trayectoria médica y literaria , que le ha convertido en un brillante representante de la ciencia y la cultura de nuestro país "" . ", Luis Rojas Marcos ha recibido el premio por su trabajo como médico y escritor en España y en el mundo . 
17,0,Amnistía denuncia tortura y malos tratos en 111 países, Amnistía denuncia tortura y malos tratos en 111 países
17,1,Amnistía denuncia tortura y malos tratos en 111 países, Amnistía Internacional denuncia la tortura y los malos tratos en 111 países .
17,2,"Amnistía Internacional ha documentado durante 2010 casos de tortura y otros malos tratos en a el menos 111 países , juicios injustos en 55 , restricciones a la libertad de expresión en 96 y presos de conciencia encarcelados en 48 ."," También ha probado la reducción de la libertad de expresión y la existencia de presos de conciencia . Esta organización ha probado casos de tortura , malos tratos y juicios injustos en 2010 ."
17,3,"Con motivo de el Día de los Derechos Humanos , que se celebra el 10 diciembre , activistas de la organización saldrán a la calle en más de 50 países durante 24 horas para participar en un maratón de recogida de firmas en defensa de los derechos humanos .", El día 10 de diciembre es el día de los Derechos Humanos . Ese día Amnistía Internacional recogerá firmas en defensa de los derechos humanos .
17,4,"En España , Amnistía estará presente en más de 50 ciudades , entre las cuales se encuentran Madrid , Barcelona , Logroño , Valencia , Burgos , Huesca , Guadalajara , Sevilla , Tenerife , Palencia , A Coruña y Palma de Mallorca ."," En España , Amnistía Internacional recogerá firmas en más de 50 ciudades ."
17,5,"El director de Amnistía Internacional en España , Esteban Beltrán , señaló a los periodistas en Madrid que""los derechos humanos son demasiado importantes como para dejar los en manos de los gobiernos"".", El director de Amnistía Internacional en España ha dicho que los derechos humanos no pueden depender de los gobiernos .
18,0,CIU DICE QUE HAY QUE MANTENER ABIERTO EL GRIFO DE LA FINANCIACIÓN PARA QUE ESPAÑA SALGA DE LA CRISIS., Josep Sánchez Llibre dice que hay que mantener la financiación  para que España salga de la crisis. 
18,1,El diputado de CiU Josep Sánchez Llibre insistió en que es necesario que se mantenga abierto el grifo de la financiación para que la economía española vuelva a la senda de la reactivación del empleo. , Josep Sánchez Llibre es diputado de Convergencia y Unión.  Josep Sánchez Llibre insiste en que hay que mantener la financiación para recuperar la economía española. 
18,2,"Durante la comparecencia del presidente del Gobierno, José Luis Rodríguez Zapatero, para informar sobre la última reunión del Consejo Europeo, Sánchez Llibre aseguró que la economía española puede salir de la crisis con celeridad, pero para ello es necesario que Europa tenga más flexibilidad con la política monetaria."," Josep Sánchez Llibre aseguró que la economía española puede salir de la crisis.  Para eso, es necesario que el Gobierno de Europa sea menos duro con la política económica de España. "
18,3,"En este sentido, añadió que no se trata de pedir más subvenciones, sino de crear nuevos mecanismos de refinanciación, pues estamos todos en el mismo barco del euro.", También añadió que no se trata de pedir dinero a Europa sino de crear nuevas formas de crear dinero y empleo. 
18,4,Insistió en que la economía española puede volver a la senda de reactivación del empleo.,
18,5,"Pero necesitamos financiación, reiteró.", Pero España necesita financiación para crear empleo.
18,6,"Somos conscientes de que nunca más habrá la alegría financiera de la última década, pero necesitamos que el grifo de la financiación no se cierre ni para la Administración Pública ni para tejido productivo español.",
19,0,ALREDEDOR DE 30.000 ESPAÑOLAS DE ENTRE 15 Y 19 AÑOS SE QUEDARÁN EMBARAZADAS SIN QUERERLO EN 2011., 30 mil jóvenes españolas se quedarán embarazadas sin querer en 2011.
19,1,"Alrededor de 30.000 chicas de entre 15 y 19 años se quedarán embarazadas sin quererlo en 2011 y más o menos la mitad abortarán, según vaticinó el director general del Instituto de la Juventud de España (Injuve), Gabriel Alconchel. ", Gabriel Alconchel ha dicho que 30 mil jóvenes españolas se quedarán embarazadas sin querer en 2011. Gabriel Alconchel es el director del Instituto de la Juventud de España. También ha dicho que la mitad de las jóvenes abortarán.
19,2,"El dirigente del Injuve hizo esta afirmación en la presentación de una campaña dirigida a prevenir embarazos no deseados en la población de entre 16 y 25 años, la edad de ""mayor propensión"" a implicarse en conductas sexuales de riesgo.", Gabriel Alconchel ha presentado una campaña de información para que las jóvenes no se queden embarazadas sin querer.
19,3,"A este respecto, tanto Alconchel como la directora del Instituto de la Mujer, Laura Seara, subrayaron que la edad media de inicio de las relaciones sexuales en España se sitúa actualmente en los 16 años y nueve meses, es decir, se ha reducido casi un año desde 2004."," Durante la campaña, Gabriel Alconchel ha dicho que los jóvenes empiezan a tener relaciones sexuales a los 16 años en España."
19,4,"Concretamente, indicaron estos responsables, los últimos datos señalan que casi el 60% de los jóvenes españoles de entre 15 y 17 años mantuvieron relaciones sexuales completas en 2009.",
20,0,César Antonio Molina dirigirá el Centro Internacional de Lectura , César Antonio Molina dirigirá el Centro Internacional de Lectura 
